airline,traveller_type,cabin,type_of_flight,frequency,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,overall,recommended
Air France,Business,Premium Economy,Indirect,Rarely,2.0,3.0,3.0,3.0,2.0,2.0,4.0,no
Air France,Couple Leisure,Business Class,Indirect,Rarely,4.0,1.0,3.0,3.0,1.0,2.0,2.0,no
Air France,Couple Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,1.0,2.0,2.0,3.0,1.0,2.0,3.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,4.0,5.0,4.0,3.0,4.0,4.0,7.0,yes
Air France,Couple Leisure,Business Class,Indirect,Rarely,5.0,5.0,5.0,4.0,5.0,4.0,9.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,3.0,5.0,3.0,5.0,4.0,5.0,8.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,4.0,5.0,4.0,3.0,3.0,4.0,8.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,4.0,1.0,1.0,4.0,4.0,3.0,2.0,no
Air France,Couple Leisure,Economy Class,Indirect,Rarely,5.0,5.0,3.0,3.0,1.0,1.0,1.0,no
Air France,Couple Leisure,Economy Class,Indirect,Rarely,1.0,4.0,2.0,3.0,1.0,1.0,1.0,no
Air France,Couple Leisure,Economy Class,Direct,Rarely,1.0,5.0,3.0,3.0,1.0,1.0,3.0,no
Air France,Couple Leisure,Premium Economy,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no
Air France,Solo Leisure,Business Class,Indirect,Rarely,4.0,4.0,3.0,3.0,4.0,4.0,7.0,yes
Air France,Couple Leisure,Economy Class,Indirect,Rarely,4.0,5.0,4.0,5.0,4.0,5.0,10.0,yes
Air France,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,3.0,4.0,1.0,4.0,no
Air France,Solo Leisure,Business Class,Indirect,Rarely,5.0,5.0,5.0,5.0,4.0,4.0,9.0,yes
Air France,Couple Leisure,Business Class,Direct,Rarely,1.0,3.0,3.0,1.0,4.0,1.0,3.0,no
Air France,Family Leisure,Economy Class,Indirect,Rarely,3.0,3.0,4.0,4.0,3.0,3.0,7.0,yes
Air France,Family Leisure,Economy Class,Indirect,Rarely,4.0,3.0,5.0,2.0,3.0,3.0,7.0,yes
Air France,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,2.0,2.0,1.0,no
Air France,Solo Leisure,Business Class,Indirect,Rarely,4.0,5.0,5.0,4.0,4.0,5.0,9.0,yes
Air France,Solo Leisure,Premium Economy,Direct,Rarely,2.0,2.0,2.0,5.0,5.0,2.0,5.0,no
Air France,Couple Leisure,Economy Class,Indirect,Rarely,4.0,4.0,1.0,3.0,4.0,3.0,2.0,no
Air France,Couple Leisure,Business Class,Indirect,Rarely,3.0,4.0,2.0,3.0,3.0,4.0,6.0,yes
Air France,Couple Leisure,Economy Class,Indirect,Rarely,1.0,5.0,4.0,3.0,1.0,3.0,1.0,no
Air France,Family Leisure,Economy Class,Direct,Rarely,4.0,4.0,4.0,5.0,4.0,5.0,9.0,yes
Air France,Business,Economy Class,Direct,Rarely,3.0,4.0,1.0,1.0,1.0,1.0,4.0,no
Air France,Family Leisure,Business Class,Indirect,Rarely,5.0,5.0,5.0,4.0,5.0,5.0,9.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,5.0,5.0,4.0,5.0,5.0,4.0,10.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,3.0,3.0,1.0,2.0,1.0,3.0,4.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,1.0,4.0,3.0,2.0,1.0,1.0,1.0,no
Air France,Business,Premium Economy,Direct,Occasionally,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Couple Leisure,Economy Class,Indirect,Rarely,3.0,3.0,3.0,3.0,1.0,2.0,1.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,3.0,3.0,3.0,4.0,2.0,2.0,4.0,no
Air France,Business,Business Class,Direct,Rarely,4.0,1.0,1.0,3.0,2.0,2.0,2.0,no
Air France,Solo Leisure,Business Class,Indirect,Rarely,4.0,4.0,5.0,4.0,3.0,4.0,7.0,yes
Air France,Business,Economy Class,Indirect,Rarely,3.0,3.0,2.0,3.0,1.0,1.0,1.0,no
Air France,Family Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,4.0,5.0,5.0,10.0,yes
Air France,Business,Premium Economy,Direct,Rarely,1.0,4.0,2.0,1.0,1.0,1.0,1.0,no
Air France,Business,Economy Class,Direct,Rarely,2.0,5.0,5.0,5.0,4.0,4.0,9.0,yes
Air France,Business,Economy Class,Direct,Rarely,3.0,5.0,5.0,5.0,5.0,4.0,9.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,3.0,4.0,3.0,3.0,1.0,2.0,2.0,no
Air France,Couple Leisure,Economy Class,Direct,Rarely,1.0,4.0,1.0,3.0,1.0,3.0,3.0,no
Air France,Solo Leisure,Business Class,Indirect,Rarely,5.0,5.0,4.0,3.0,4.0,5.0,8.0,yes
Air France,Business,Premium Economy,Direct,Rarely,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,4.0,5.0,5.0,5.0,4.0,4.0,8.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,3.0,5.0,5.0,2.0,1.0,1.0,3.0,no
Air France,Couple Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,4.0,1.0,2.0,2.0,no
Air France,Business,Business Class,Direct,Rarely,4.0,4.0,4.0,4.0,1.0,1.0,2.0,no
Air France,Business,Economy Class,Direct,Rarely,2.0,5.0,3.0,1.0,1.0,1.0,1.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Air France,Couple Leisure,Premium Economy,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,9.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,4.0,4.0,2.0,3.0,2.0,3.0,4.0,no
Air France,Couple Leisure,Economy Class,Indirect,Rarely,2.0,2.0,2.0,2.0,1.0,1.0,1.0,no
Air France,Family Leisure,Economy Class,Indirect,Rarely,4.0,4.0,4.0,4.0,1.0,1.0,4.0,no
Air France,Business,Business Class,Indirect,Rarely,5.0,5.0,5.0,3.0,5.0,5.0,8.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no
Air France,Couple Leisure,Economy Class,Direct,Rarely,3.0,4.0,3.0,4.0,1.0,1.0,1.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,1.0,3.0,2.0,3.0,2.0,2.0,2.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,4.0,4.0,5.0,4.0,5.0,4.0,8.0,yes
Air France,Couple Leisure,Premium Economy,Indirect,Rarely,2.0,5.0,4.0,2.0,1.0,3.0,4.0,no
Air France,Couple Leisure,Business Class,Direct,Rarely,5.0,4.0,4.0,4.0,3.0,3.0,5.0,no
Air France,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,3.0,5.0,2.0,1.0,2.0,1.0,2.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,5.0,5.0,3.0,2.0,4.0,5.0,8.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,4.0,4.0,2.0,2.0,3.0,5.0,6.0,yes
Air France,Couple Leisure,Economy Class,Indirect,Rarely,3.0,4.0,3.0,2.0,1.0,2.0,1.0,no
Air France,Business,Economy Class,Direct,Rarely,4.0,4.0,3.0,4.0,1.0,3.0,1.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,3.0,2.0,3.0,1.0,1.0,no
Air France,Family Leisure,Economy Class,Direct,Rarely,3.0,3.0,2.0,4.0,4.0,3.0,4.0,no
Air France,Couple Leisure,Economy Class,Indirect,Rarely,1.0,1.0,2.0,2.0,2.0,2.0,1.0,no
Air France,Couple Leisure,Business Class,Indirect,Rarely,3.0,2.0,1.0,3.0,1.0,1.0,2.0,no
Air France,Solo Leisure,First Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Business,Business Class,Direct,Rarely,1.0,3.0,1.0,2.0,4.0,1.0,1.0,no
Air France,Family Leisure,Business Class,Indirect,Rarely,3.0,2.0,1.0,2.0,1.0,2.0,1.0,no
Air France,Business,Business Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Air France,Family Leisure,Economy Class,Direct,Rarely,3.0,4.0,4.0,4.0,3.0,4.0,7.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,3.0,4.0,4.0,4.0,2.0,3.0,6.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,2.0,3.0,2.0,1.0,2.0,1.0,2.0,no
Air France,Family Leisure,Premium Economy,Indirect,Rarely,1.0,1.0,2.0,3.0,4.0,1.0,1.0,no
Air France,Solo Leisure,Business Class,Direct,Rarely,3.0,5.0,5.0,5.0,4.0,4.0,9.0,yes
Air France,Couple Leisure,Business Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Couple Leisure,Business Class,Direct,Rarely,4.0,5.0,1.0,4.0,4.0,2.0,5.0,no
Air France,Business,Business Class,Direct,Rarely,2.0,4.0,4.0,1.0,4.0,2.0,3.0,no
Air France,Business,Business Class,Indirect,Rarely,4.0,2.0,3.0,3.0,1.0,1.0,1.0,no
Air France,Business,Economy Class,Indirect,Rarely,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,4.0,5.0,5.0,4.0,4.0,5.0,9.0,yes
Air France,Couple Leisure,Economy Class,Indirect,Rarely,4.0,4.0,4.0,2.0,4.0,4.0,7.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,4.0,3.0,5.0,4.0,4.0,5.0,7.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,4.0,4.0,4.0,5.0,3.0,4.0,7.0,yes
Air France,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Air France,Business,Business Class,Direct,Rarely,2.0,2.0,5.0,3.0,5.0,3.0,4.0,yes
Air France,Couple Leisure,Economy Class,Indirect,Rarely,3.0,3.0,2.0,2.0,1.0,1.0,1.0,no
Air France,Solo Leisure,Business Class,Direct,Rarely,5.0,4.0,4.0,5.0,5.0,5.0,9.0,yes
Air France,Business,Economy Class,Indirect,Rarely,3.0,4.0,3.0,2.0,1.0,2.0,4.0,no
Air France,Solo Leisure,Business Class,Direct,Rarely,5.0,5.0,4.0,3.0,3.0,4.0,9.0,yes
Air France,Business,Premium Economy,Direct,Rarely,1.0,5.0,2.0,1.0,1.0,1.0,3.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,4.0,4.0,4.0,5.0,4.0,4.0,7.0,yes
Air France,Couple Leisure,Economy Class,Indirect,Rarely,1.0,4.0,4.0,4.0,1.0,1.0,2.0,no
Air France,Couple Leisure,Business Class,Direct,Rarely,3.0,3.0,4.0,3.0,4.0,3.0,6.0,yes
Air France,Couple Leisure,Business Class,Indirect,Rarely,4.0,4.0,4.0,3.0,3.0,4.0,8.0,yes
Air France,Solo Leisure,Premium Economy,Indirect,Rarely,2.0,3.0,3.0,2.0,1.0,1.0,2.0,no
Air France,Couple Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,2.0,2.0,2.0,no
Air France,Couple Leisure,Economy Class,Direct,Rarely,4.0,4.0,4.0,5.0,4.0,5.0,10.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,1.0,3.0,1.0,3.0,2.0,1.0,2.0,no
Air France,Family Leisure,Business Class,Indirect,Rarely,4.0,4.0,3.0,2.0,4.0,4.0,7.0,yes
Air France,Family Leisure,Business Class,Indirect,Occasionally,3.0,5.0,4.0,4.0,5.0,5.0,9.0,yes
Air France,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,3.0,3.0,1.0,1.0,1.0,no
Air France,Family Leisure,Business Class,Indirect,Occasionally,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Business,Business Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Air France,Family Leisure,Economy Class,Direct,Rarely,5.0,5.0,4.0,4.0,5.0,4.0,9.0,yes
Air France,Solo Leisure,Business Class,Direct,Rarely,3.0,5.0,5.0,4.0,5.0,3.0,9.0,yes
Air France,Solo Leisure,Business Class,Direct,Rarely,3.0,4.0,5.0,3.0,5.0,4.0,8.0,yes
Air France,Couple Leisure,Business Class,Direct,Rarely,3.0,5.0,5.0,4.0,4.0,4.0,8.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,4.0,4.0,5.0,5.0,4.0,5.0,10.0,yes
Air France,Family Leisure,Economy Class,Direct,Occasionally,4.0,5.0,5.0,4.0,4.0,5.0,9.0,yes
Air France,Couple Leisure,Economy Class,Direct,Rarely,5.0,5.0,3.0,4.0,4.0,3.0,9.0,yes
Air France,Couple Leisure,Business Class,Direct,Rarely,4.0,4.0,5.0,4.0,1.0,1.0,3.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,5.0,4.0,5.0,5.0,4.0,5.0,9.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,4.0,4.0,4.0,5.0,5.0,5.0,10.0,yes
Air France,Solo Leisure,Business Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Couple Leisure,Business Class,Indirect,Rarely,1.0,4.0,2.0,2.0,1.0,1.0,4.0,no
Air France,Solo Leisure,First Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Couple Leisure,Economy Class,Indirect,Rarely,3.0,3.0,3.0,1.0,3.0,3.0,6.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Business,Economy Class,Indirect,Rarely,2.0,3.0,3.0,2.0,4.0,3.0,5.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,3.0,2.0,4.0,3.0,2.0,1.0,2.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,4.0,5.0,10.0,yes
Air France,Family Leisure,Economy Class,Indirect,Rarely,3.0,3.0,2.0,3.0,2.0,3.0,1.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,3.0,1.0,3.0,1.0,1.0,1.0,1.0,no
Air France,Family Leisure,Economy Class,Direct,Rarely,4.0,5.0,4.0,5.0,1.0,4.0,7.0,yes
Air France,Solo Leisure,Business Class,Indirect,Rarely,3.0,4.0,4.0,2.0,1.0,4.0,1.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Couple Leisure,Economy Class,Indirect,Rarely,3.0,4.0,5.0,4.0,5.0,5.0,9.0,yes
Air France,Business,Business Class,Direct,Occasionally,1.0,3.0,3.0,5.0,3.0,3.0,6.0,no
Air France,Business,Premium Economy,Direct,Rarely,1.0,2.0,3.0,3.0,2.0,1.0,1.0,no
Air France,Family Leisure,Economy Class,Direct,Rarely,3.0,4.0,3.0,4.0,5.0,5.0,8.0,yes
Air France,Business,Premium Economy,Direct,Rarely,4.0,4.0,4.0,4.0,5.0,3.0,8.0,yes
Air France,Business,Premium Economy,Direct,Rarely,4.0,5.0,4.0,5.0,4.0,3.0,8.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,3.0,3.0,2.0,2.0,4.0,2.0,5.0,no
Air France,Business,Economy Class,Direct,Rarely,3.0,4.0,3.0,4.0,1.0,1.0,1.0,no
Air France,Business,Economy Class,Indirect,Rarely,3.0,3.0,3.0,1.0,1.0,1.0,2.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Solo Leisure,Economy Class,Indirect,Rarely,4.0,5.0,4.0,5.0,5.0,5.0,10.0,yes
Air France,Family Leisure,Economy Class,Indirect,Rarely,4.0,5.0,3.0,3.0,1.0,3.0,3.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,3.0,2.0,4.0,4.0,1.0,2.0,2.0,no
Air France,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Couple Leisure,Premium Economy,Direct,Rarely,2.0,2.0,1.0,3.0,3.0,2.0,2.0,no
Air France,Business,Premium Economy,Indirect,Rarely,4.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Family Leisure,Economy Class,Direct,Rarely,3.0,5.0,3.0,3.0,1.0,1.0,1.0,no
Air France,Couple Leisure,Premium Economy,Direct,Rarely,3.0,5.0,5.0,5.0,1.0,2.0,6.0,no
Air France,Business,Economy Class,Indirect,Rarely,2.0,1.0,2.0,1.0,2.0,2.0,3.0,no
Air France,Solo Leisure,Business Class,Direct,Rarely,4.0,5.0,5.0,4.0,4.0,4.0,9.0,yes
Air France,Business,First Class,Indirect,Rarely,5.0,5.0,4.0,5.0,4.0,5.0,9.0,yes
Air France,Couple Leisure,Economy Class,Direct,Rarely,3.0,1.0,1.0,3.0,3.0,3.0,4.0,no
Air France,Business,Economy Class,Direct,Rarely,2.0,1.0,1.0,3.0,4.0,2.0,3.0,no
Air France,Solo Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Air France,Solo Leisure,First Class,Indirect,Rarely,5.0,5.0,4.0,5.0,4.0,4.0,9.0,yes
Air France,Business,Premium Economy,Indirect,Rarely,3.0,4.0,4.0,4.0,4.0,4.0,9.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,4.0,4.0,3.0,4.0,4.0,4.0,8.0,yes
Air France,Solo Leisure,Economy Class,Direct,Rarely,4.0,4.0,3.0,5.0,3.0,4.0,8.0,yes
Air France,Family Leisure,Economy Class,Indirect,Rarely,4.0,3.0,3.0,4.0,1.0,2.0,3.0,no
Air France,Business,Economy Class,Direct,Rarely,1.0,4.0,3.0,3.0,1.0,3.0,7.0,yes
Air France,Family Leisure,Economy Class,Direct,Rarely,3.0,1.0,1.0,2.0,2.0,2.0,3.0,no
Air France,Couple Leisure,Economy Class,Indirect,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
